Genero,Edad,Bici,Estacion salida,Estacion llegada,Duracion viaje en minutos
M,27.0,5213764,480,081,28.3
F,35.0,3005691,381,307,16.12
M,40.0,5518303,484,492,4.92
M,19.0,8287385,623,280,14.15
M,42.0,4199014,607,592,10.85
M,24.0,2941219,683,152,22.38
M,30.0,5405741,141,141,4.07
F,33.0,7771306,542,554,7.4
M,21.0,8189755,053,068,4.85
F,44.0,8665101,212,460,23.0
F,32.0,7692320,462,014,31.62
M,28.0,5322888,241,458,9.33
F,26.0,7175284,599,606,8.22
F,50.0,4418810,587,582,4.83
F,22.0,7505993,433,380,13.73
F,33.0,2464105,298,168,15.98
M,29.0,3649019,481,271-272,17.53
M,18.0,6086458,142,306,21.23
M,28.0,8832479,192-193,068,24.17
M,33.0,3778677,422,668,13.23
M,23.0,5658083,349,154,15.38
F,24.0,6317226,621,624,6.8
F,44.0,7146657,502,497,3.33
M,26.0,8617680,557,558,4.4
M,53.0,5188933,660,412,8.15
M,23.0,3611324,390-391,315,9.13
M,42.0,8182651,072,235-236,17.68
M,38.0,7361033,135,141,3.63
F,26.0,2459592,271-272,450,7.42
F,41.0,8099202,305,314,3.6
F,31.0,5656483,137,056,7.12
M,30.0,4180246,390-391,334,11.48
M,22.0,7326135,256,160,3.58
F,28.0,3097383,692,648,15.08
M,37.0,8087041,584,145,10.18
F,25.0,5253901,328,312,1.15
M,28.0,5737366,389,363,9.2
M,27.0,8746869,468,470,3.27
M,36.0,6537930,059,317,18.15
M,24.0,8051203,111,256,6.12
M,37.0,8076028,096,100,10.13
M,31.0,3614617,358,430,10.27
M,38.0,7115488,126,018,4.68
F,27.0,6938401,490,197,17.28
M,42.0,5483458,298,378,10.93
F,29.0,8870925,192-193,550,30.2
M,43.0,4397063,095,212,32.2
M,30.0,6137327,398,609,16.83
M,53.0,3580511,176,261,16.6
M,31.0,7567563,483,244,15.82
M,36.0,8998874,306,331,9.3
F,24.0,3469020,205,273-274,37.73
F,22.0,6990808,263,006,4.98
M,48.0,4385530,090,124,28.33
F,34.0,6240345,511,513,7.33
F,48.0,7566870,696,437,12.07
M,28.0,6514178,332,163,22.1
O,38.0,6693824,381,671,9.3
F,28.0,2149425,483,549,34.3
F,26.0,4993689,156,061,9.03
F,41.0,3432689,224,226,22.03
M,27.0,6469738,145,028,12.38
F,30.0,8594848,278,615,13.85
F,32.0,7697402,182,324,9.18
O,37.0,6625909,107-108,474,17.55
O,31.0,8514499,509,513,11.28
F,30.0,2438307,046,040,4.07
F,40.0,7575335,014,036,5.98
M,40.0,7598881,068,053,4.92
M,27.0,3185279,086,017,4.7
M,32.0,7926967,474,312,24.12
F,20.0,3528429,568,563,3.0
F,38.0,5813241,254,006,6.15
F,24.0,3553260,526,523,2.68
M,20.0,5410071,137,134,4.83
M,32.0,6298582,392,421,4.97
M,34.0,8765893,022,153,11.18
F,34.0,7335375,030,594,20.33
M,37.0,5735162,009,528,35.9
M,27.0,7225089,231,198,34.08
M,50.0,4461869,014,120,18.4
M,25.0,8692386,027,052,10.52
F,28.0,4089405,300,062,18.22
M,25.0,6453815,644,702,13.35
M,32.0,2935419,476,505,8.98
M,24.0,2682136,544,538,4.43
M,30.0,5378658,110,584,11.3
M,37.0,7507742,172,064,11.98
M,25.0,2773000,040,066,10.82
M,29.0,8925562,103,013,10.35
M,25.0,7482284,061,064,12.33
F,34.0,6468193,270,026,26.57
M,34.0,3005568,027,210,19.2
M,28.0,5676770,016,028,38.15
M,19.0,2445997,198,139,30.02
F,29.0,6732630,399,392,13.47
M,33.0,8814311,163,582,12.72
M,20.0,6769590,192-193,225,5.98
M,31.0,5729389,389,392,3.05
M,38.0,3287166,520,530,6.32
F,32.0,7015704,039,067,9.08
F,21.0,8977407,019,253,12.02
M,42.0,6136626,023,232,35.23
F,24.0,6401970,018,162,17.5
M,21.0,7594088,498,545,10.75
F,21.0,4842142,026,450,5.7
F,57.0,5251194,145,118,10.17
M,43.0,3775616,045,334,17.05
M,45.0,7449317,005,056,16.25
M,26.0,6736532,107-108,119,3.6
M,38.0,7951155,564,087,20.33
M,33.0,2875284,254,450,4.1
M,44.0,6242093,087,019,13.62
M,33.0,8758435,373,627,7.52
M,38.0,6923585,162,017,24.98
M,24.0,7644685,084,155,6.55
M,24.0,7644685,492,234,19.63
F,35.0,3636016,668,669,6.57
M,35.0,7420557,192-193,455,10.87
M,28.0,2862027,210,485,14.78
M,40.0,7486764,031,127,8.38
M,32.0,6672125,623,429,19.4
F,33.0,2716710,070,135,12.4
M,29.0,4461869,199,237-238,11.15
M,46.0,7111479,146,240,29.65
M,30.0,7178072,474,208,7.52
M,29.0,2938223,158-159,145,4.75
M,46.0,7801020,133,142,8.92
M,20.0,2087047,134,056,3.1
M,27.0,6550123,548,122,17.87
M,37.0,6934723,668,325,17.9
O,22.0,4259339,326,329,10.45
M,33.0,3551702,062,070,2.42
M,30.0,2783389,006,027,3.92
M,31.0,2573616,243,230,11.73
M,30.0,6028369,231,501,25.78
M,43.0,4487070,473,548,18.43
M,38.0,7960578,485,711,19.83
M,35.0,4649554,402,576,26.37
M,24.0,6759864,211,477,5.13
F,26.0,4735031,192-193,459,16.38
M,44.0,8886426,074,605,31.75
M,36.0,7195712,083,188,10.33
M,31.0,4426219,050,131,8.3
M,35.0,8174278,089,271-272,14.0
M,40.0,5882295,029,098,5.02
M,32.0,2916955,144,150,10.98
M,23.0,8028979,052,192-193,23.03
M,26.0,7780810,070,247,13.12
M,18.0,3287638,710,195,19.98
M,27.0,7290620,004,448,29.02
M,36.0,3476207,049,064,5.32
M,28.0,7518111,064,546,37.38
M,31.0,5292057,182,085,18.0
M,34.0,2415370,138,130,8.08
M,38.0,5374517,027,111,7.67
F,39.0,2333706,542,541,18.6
F,32.0,3171261,614,100,20.27
M,52.0,6701296,038,067,5.37
M,22.0,3903325,072,072,2.13
M,35.0,2784551,036,223,16.53
M,26.0,5745609,584,586,6.4
F,40.0,2339943,036,022,9.32
F,38.0,2705200,436,659,6.58
F,28.0,2482214,068,186,11.87
M,27.0,6313803,020,226,13.17
M,38.0,5510490,604,625,16.28
M,45.0,4065207,412,427,2.45
F,33.0,6280390,555,553,2.53
F,49.0,8638371,115,082,13.83
M,37.0,3225778,018,273-274,15.03
M,26.0,2705200,022,053,8.5
M,44.0,2482073,017,208,16.73
M,33.0,7099732,271-272,175,24.17
M,26.0,8579575,131,563,8.35
M,23.0,6441232,184,007,30.47
M,48.0,3930047,188,205,20.35
M,48.0,7034192,011,548,10.85
M,42.0,4294955,245,551,12.75
F,39.0,5313648,106,023,22.13
M,35.0,6383285,304,171,9.37
M,31.0,5146261,626,374,8.45
F,26.0,7377641,402,633,8.05
M,33.0,5001763,230,230,31.1
M,18.0,8606485,648,706,4.82
M,39.0,3851458,017,119,13.57
M,23.0,6670897,498,022,26.55
M,34.0,6230619,303,283,5.4
O,33.0,8023871,492,121,15.9
M,49.0,7207137,052,017,11.18
F,27.0,3270188,385,390-391,5.3
M,39.0,5958350,266-267,551,7.23
M,33.0,2800118,033,033,9.43
F,25.0,6570709,552,021,27.77
F,41.0,8006496,552,001,8.53
M,34.0,7534175,489,001,9.22
F,27.0,8614919,378,370,10.13
M,27.0,2411650,142,264-275,19.32
M,52.0,6710636,074,407,19.77
M,28.0,3127826,594,588,10.5
M,33.0,5054101,290,038,19.08
M,40.0,8545121,048,055,28.38
M,30.0,8346645,395,377,6.37
F,27.0,2319309,183,070,17.15
F,32.0,3002797,300,278,8.6
F,23.0,8150203,192-193,194,23.38
M,43.0,8565236,034,141,7.28
M,26.0,2024040,100,113,13.8
M,30.0,8586109,582,579,5.9
M,47.0,2888261,068,116,18.42
M,34.0,4781332,164,153,3.07
M,30.0,2216679,244,242,4.6
F,30.0,8272718,461,467,27.78
M,31.0,8395840,286,326,7.02
F,30.0,8369381,061,060,14.63
F,31.0,6676266,079,307,9.38
M,50.0,5779632,279,038,13.02
M,30.0,7493067,109,121,11.8
M,54.0,4084117,258,064,19.23
M,33.0,8554479,120,129,5.52
M,45.0,2767093,544,271-272,8.77
M,27.0,8813628,381,280,32.98
M,29.0,3302387,343,593,26.38
M,47.0,6986947,259,263,2.42
M,43.0,2860971,548,242,28.75
F,36.0,2049559,187,447,12.3
F,24.0,7254295,338,359,5.0
M,40.0,5692140,031,032,5.57
F,34.0,3181161,149,147,2.1
M,34.0,3530268,179,074,4.22
F,28.0,5135801,181,194,13.82
M,37.0,4821690,374,601,12.4
F,32.0,3601143,563,276,32.38
M,36.0,8432833,663,679,6.48
M,44.0,6516314,594,064,12.22
M,44.0,7184898,048,122,33.82
M,30.0,8310088,096,006,16.87
F,35.0,3166089,011,094,25.02
M,31.0,7287501,057,018,19.4
M,39.0,3345113,004,053,12.12
M,34.0,2173185,533,242,20.07
M,28.0,8319279,192-193,023,9.95
M,29.0,7056013,094,048,16.97
M,48.0,2455889,563,141,6.15
M,34.0,5930631,154,056,4.13
M,26.0,8873739,018,271-272,14.7
F,37.0,3067105,173,040,11.63
M,19.0,6820724,566,122,7.38
M,45.0,3462942,126,584,20.22
M,53.0,2871382,095,558,8.47
M,37.0,4434080,121,144,10.67
M,23.0,7674682,427,359,9.02
F,46.0,7135635,658,691,12.98
M,27.0,8534950,685,688,4.82
F,38.0,8947210,123,412,28.4
O,37.0,3284650,555,265,3.38
M,43.0,2775963,046,061,29.78
F,33.0,8101123,182,032,18.38
M,34.0,3638780,223,227,8.23
F,31.0,5323241,633,625,7.6
M,34.0,3640869,112,034,7.65
M,44.0,4306064,196,466,6.28
M,34.0,6043368,412,303,23.6
M,21.0,4451837,449,182,13.85
M,44.0,8516478,450,112,5.82
M,32.0,8075681,667,042,27.18
M,29.0,2881852,250,027,13.53
M,29.0,3029337,123,181,18.27
F,27.0,8062481,078,061,16.18
M,27.0,8664021,149,580,8.07
O,27.0,3706108,594,618,13.02
M,28.0,5307749,012,116,5.0
F,41.0,7114044,195,026,21.37
M,29.0,3135456,675,631,23.92
M,50.0,3899697,090,097,17.85
M,21.0,3259181,001,496,10.9
M,28.0,4134409,628,630,3.58
F,32.0,3234697,085,543,10.32
M,21.0,6279228,121,041,10.05
F,30.0,3429669,360,323,17.6
M,41.0,2614170,568,125,10.15
M,43.0,7279094,671,673,14.83
F,44.0,5217583,138,191,24.12
M,40.0,7369630,302,584,17.97
M,41.0,3467875,170,067,12.55
M,24.0,3038254,043,273-274,9.75
F,32.0,8126484,060,054,7.5
M,26.0,3700259,466,492,11.97
M,30.0,8900367,651,649,2.43
M,30.0,2708394,166,168,3.65
M,40.0,8224818,209,061,30.45
M,19.0,3780988,054,280,19.45
M,43.0,7490063,599,606,6.03
M,37.0,5587761,648,667,17.68
M,38.0,8436982,154,125,23.0
M,37.0,6845325,709,708,7.92
F,29.0,5865837,134,134,6.82
F,45.0,8950875,092,504,22.67
M,40.0,8648552,536,475,21.1
M,38.0,8942781,393,334,7.78
M,25.0,8383853,139,119,10.63
M,49.0,4843504,513,513,19.48
M,42.0,6696785,039,120,5.88
M,30.0,4325718,237-238,567,23.32
F,48.0,5403043,181,251,17.58
F,42.0,2568319,295,299,7.15
M,34.0,3503109,087,020,14.13
M,27.0,3865789,076,054,5.38
M,33.0,6002281,019,271-272,10.22
M,25.0,5934559,652,705,8.38
M,30.0,6707251,124,066,20.03
M,34.0,5095203,009,489,13.38
M,36.0,8423337,362,369,3.68
F,41.0,3287638,428,404,5.9
F,31.0,7877962,471,459,36.63
M,51.0,5456827,266-267,031,10.55
M,23.0,2504306,520,513,7.18
M,41.0,3083318,116,107-108,4.7
F,33.0,5587209,652,698,12.05
F,31.0,8420945,146,594,11.65
M,27.0,2930436,211,004,16.6
F,46.0,2399905,594,596,5.9
F,26.0,8189755,263,545,9.68
F,35.0,8051203,308,303,4.45
M,30.0,2854461,134,279,21.0
M,43.0,3599859,140,117,7.12
F,23.0,7839913,024,043,14.5
M,45.0,6546865,017,258,11.38
F,25.0,4525390,323,066,20.13
F,27.0,4638359,386,270,39.23
M,38.0,2294403,001,027,4.35
F,28.0,6741052,107-108,126,15.55
M,24.0,5684204,085,479,10.62
M,22.0,5691134,115,004,8.53
F,27.0,5262183,563,128,8.2
F,45.0,6370092,273-274,475,18.08
M,31.0,7383334,215,209,3.13
M,41.0,7699259,494,160,3.88
F,40.0,6238679,569,026,20.83
F,25.0,2685691,340,610,13.63
M,37.0,2990299,098,019,12.35
F,28.0,2132611,591,588,6.45
F,28.0,2394948,031,563,16.52
F,38.0,3127875,113,121,8.12
M,57.0,8847899,527,521,20.53
F,31.0,3798972,613,291,13.75
M,26.0,7020746,140,042,14.35
M,26.0,5443106,154,040,7.17
M,51.0,2808731,650,697,36.7
M,50.0,8595027,486,117,9.13
F,26.0,6023279,575,646,30.43
M,28.0,6968226,404,397,6.83
F,24.0,8155715,041,210,31.58
F,31.0,8319923,477,477,5.53
M,37.0,4884821,507,510,7.1
M,42.0,6862619,271-272,111,12.53
M,33.0,6840789,575,592,7.17
F,36.0,4878211,369,283,15.75
F,23.0,4134847,589,070,19.2
M,26.0,2026359,476,170,31.92
F,20.0,6438048,252,192-193,9.47
M,20.0,2031243,040,183,9.15
F,32.0,8864076,583,004,30.2
O,43.0,8849648,499,528,6.6
M,17.0,3790813,150,154,4.45
M,20.0,3279775,548,571,30.63
F,37.0,2006351,635,623,3.35
F,26.0,4478665,390-391,303,13.35
M,36.0,6469738,219,242,7.65
M,49.0,5697222,428,398,7.52
F,34.0,7281421,552,502,10.22
M,40.0,7356462,248,016,8.38
M,43.0,7284979,373,358,2.93
M,40.0,8842841,555,493,10.75
M,30.0,5217583,028,033,3.67
M,45.0,8751380,004,056,7.77
F,34.0,6493407,011,545,23.8
F,42.0,4008587,459,198,8.35
M,42.0,2461127,008,192-193,25.47
M,33.0,7032915,325,306,6.8
M,34.0,3575768,250,211,9.98
M,21.0,4084117,185,178,4.67
M,21.0,8065195,348,586,34.88
M,30.0,7211923,307,582,23.02
M,31.0,6881361,194,009,7.4
M,23.0,6334312,118,271-272,17.6
M,23.0,6689269,098,098,10.73
F,27.0,8737603,191,189,1.63
M,48.0,4205001,306,126,21.47
F,44.0,6729180,316,340,8.43
O,34.0,3948155,495,007,19.28
F,34.0,4687174,645,638,6.9
M,30.0,2616019,341,603,15.08
F,25.0,6445993,375,398,5.15
M,38.0,5404736,127,066,15.02
M,34.0,7682438,031,226,22.47
M,21.0,7623390,546,544,3.22
M,30.0,3273778,114,038,13.98
M,36.0,5083266,663,673,9.33
F,31.0,7146657,113,007,25.05
M,33.0,5885637,253,023,5.88
M,27.0,2065027,551,271-272,28.17
F,26.0,6784052,374,612,22.67
M,28.0,3636958,196,482,11.43
F,28.0,2230373,218,029,28.32
M,34.0,5482922,147,084,8.18
F,29.0,7075260,139,009,10.85
M,32.0,4576500,208,215,7.98
M,24.0,3841459,195,217,6.33
M,31.0,6090674,192-193,229,11.07
F,24.0,5954821,499,531,4.87
M,39.0,6969497,466,463,7.68
F,21.0,5592050,711,241,18.28
M,26.0,7864390,513,027,29.07
F,31.0,5367297,496,506,10.58
F,56.0,3411246,675,674,2.07
M,27.0,7379795,252,384,24.63
M,28.0,4325932,117,253,22.77
M,32.0,2494599,058,040,14.68
M,43.0,6445167,045,014,7.27
F,37.0,3376803,136,123,8.37
M,31.0,7647522,041,187,28.1
M,44.0,4863163,147,042,10.73
M,33.0,2675684,244,072,22.53
M,36.0,8225658,223,064,20.97
M,34.0,4286639,094,065,7.08
F,28.0,2935419,145,187,25.32
O,25.0,2693570,122,579,11.35
M,36.0,8407108,043,142,36.68
M,39.0,4798567,363,305,8.38
M,35.0,3008562,707,598,34.47
M,25.0,5626072,023,069,12.4
F,35.0,4188454,219,226,10.3
M,27.0,5452990,263,248,14.65
M,23.0,3101177,181,181,11.92
M,27.0,5307954,212,002,14.08
M,37.0,5939921,014,240,19.38
F,44.0,7230410,485,489,6.22
M,44.0,7539596,553,548,6.3
M,20.0,2386373,136,119,8.38
M,37.0,3219128,081,072,5.3
M,31.0,4382412,565,107-108,15.03
M,40.0,6988794,145,146,4.42
M,38.0,2494664,699,699,14.2
F,25.0,4691630,168,164,7.08
M,37.0,3683067,031,014,10.15
M,29.0,8111973,230,225,23.27
F,25.0,6463905,120,114,3.98
M,40.0,6550123,258,003,18.05
F,27.0,6184527,130,144,5.7
O,25.0,6823876,253,065,19.42
M,25.0,2174084,163,189,14.68
M,34.0,2775963,528,548,12.47
M,27.0,4319984,064,142,29.37
F,30.0,2644334,192-193,231,9.82
M,49.0,4268306,189,206,18.47
M,38.0,2800241,140,067,13.72
M,29.0,7462013,348,397,16.28
M,32.0,6389142,634,688,28.5
M,28.0,8136962,227,208,13.17
F,30.0,6146625,018,208,20.1
M,30.0,5860358,190,449,10.63
M,45.0,6568455,172,117,22.15
F,24.0,8692618,059,683,36.6
M,35.0,7262694,678,416,9.32
M,31.0,4368734,142,018,30.25
M,46.0,5721071,137,306,18.77
M,28.0,6995658,079,182,6.87
M,21.0,3558525,479,225,7.28
M,30.0,6662605,189,219,20.45
F,57.0,2740306,256,014,36.63
M,43.0,8814386,553,194,25.93
M,33.0,8369381,416,425,26.93
F,25.0,7632722,486,019,7.82
M,42.0,2432532,478,102,22.32
F,21.0,6209225,149,138,6.42
M,37.0,5256409,317,228,33.82
F,35.0,8947210,070,053,6.05
M,31.0,7700743,548,555,3.98
F,31.0,3047123,212,248,7.22
M,38.0,2929420,230,185,15.28
M,33.0,7077712,212,182,18.2
M,26.0,4965380,648,645,7.02
M,43.0,7217730,553,545,14.95
M,33.0,2853703,162,232,23.45
F,37.0,2186831,293,166,18.22
F,42.0,5365184,073,565,18.37
M,40.0,8648552,143,127,8.28
F,29.0,4347068,155,158-159,2.88
F,28.0,5632146,182,555,29.0
M,49.0,6971667,455,455,2.17
F,35.0,5376231,141,158-159,4.65
F,25.0,5354626,099,034,20.12
M,34.0,7228083,219,222,4.72
M,48.0,8618258,064,075,15.62
M,27.0,4084117,260,090,13.63
F,29.0,7554496,235-236,015,16.47
M,30.0,7171820,064,175,11.5
M,25.0,6668115,174,001,5.85
M,37.0,3798261,113,039,10.63
M,33.0,4291977,068,327,13.98
M,35.0,6087621,544,548,6.4
M,33.0,3328242,506,503,7.38
F,29.0,6701296,470,494,10.93
F,46.0,8484586,158-159,128,8.17
M,25.0,5310057,358,597,17.58
M,32.0,5029582,056,070,7.0
F,35.0,7075260,164,002,17.68
M,51.0,3029899,560,320,25.47
M,25.0,4685103,115,260,8.42
F,52.0,4204236,645,404,6.63
M,49.0,5133590,591,349,24.68
M,42.0,6652770,273-274,006,11.25
M,33.0,3428406,114,115,3.8
M,34.0,7408941,192-193,271-272,26.57
M,31.0,5781018,038,595,18.03
M,36.0,8329732,062,076,5.1
M,30.0,5307954,529,523,3.2
F,22.0,4870655,042,004,6.23
F,26.0,6512412,165,151,8.25
M,55.0,4451837,460,202,4.43
M,37.0,4080339,037,124,11.58
M,29.0,4342614,282,339,7.95
F,29.0,6406078,194,023,10.78
F,40.0,5997929,082,097,13.8
M,39.0,5700265,535,531,13.82
M,30.0,6576268,001,216,18.35
O,36.0,3601143,282,298,5.37
M,23.0,3940475,233,028,36.52
M,57.0,2999811,162,155,8.58
M,34.0,3381134,254,271-272,5.57
M,51.0,3476645,303,284,23.65
M,32.0,3776283,115,034,4.42
M,31.0,8537946,696,684,10.52
M,39.0,6941744,284,305,3.1
M,28.0,3667474,605,614,14.63
F,20.0,3772787,489,492,4.43
M,29.0,8482390,477,465,15.18
M,43.0,4279949,049,053,11.08
M,34.0,7610942,322,328,18.37
M,29.0,5568563,390-391,039,27.95
M,33.0,2049815,679,668,9.05
M,40.0,5930854,363,305,9.0
F,38.0,4180105,107-108,449,20.98
M,31.0,4824025,602,066,25.5
M,23.0,5213111,652,646,7.05
F,32.0,6361679,472,224,14.52
M,32.0,5690474,597,165,6.85
F,46.0,5196415,491,521,18.38
M,26.0,5918644,675,672,4.62
M,27.0,7608961,465,197,13.9
M,27.0,7960578,051,004,7.35
M,31.0,4472890,010,160,8.62
M,24.0,2089191,008,265,32.28
M,33.0,8725301,541,541,34.7
F,43.0,3673076,078,150,18.48
M,30.0,5289129,554,492,10.57
F,36.0,5402136,486,257,3.97
F,30.0,2571578,016,041,38.77
M,40.0,5182506,263,099,12.25
M,33.0,8634628,315,331,12.52
M,25.0,4073979,521,531,3.58
M,22.0,7661002,534,529,8.12
M,22.0,4717153,401,381,13.43
M,26.0,5194329,266-267,027,16.15
F,30.0,5300959,707,636,15.72
M,42.0,4123485,028,164,32.57
M,42.0,7212970,458,011,25.5
M,51.0,6933097,053,039,7.15
F,28.0,4634176,414,412,7.22
F,49.0,5241880,124,082,9.98
M,39.0,2303006,133,133,12.22
M,25.0,4325932,655,705,6.5
M,30.0,4870655,030,089,33.9
M,23.0,3042926,508,510,2.48
M,41.0,4579603,043,005,21.85
M,47.0,4461976,132,576,9.32
F,37.0,8665283,450,552,8.5
O,30.0,7614621,165,212,28.73
F,35.0,8946550,058,130,9.47
F,33.0,6651277,594,600,7.83
M,36.0,2396570,134,237-238,17.93
M,31.0,5281795,161,577,10.15
M,27.0,6085864,175,266-267,22.3
F,56.0,8933368,001,011,4.03
M,29.0,7339336,270,266-267,5.37
M,39.0,3037900,467,192-193,10.77
M,30.0,8833592,176,190,22.3
M,49.0,5333216,310,312,3.0
M,35.0,6944755,198,329,29.02
M,47.0,4733531,251,154,18.63
F,40.0,5415930,558,579,17.27
M,36.0,4342523,187,190,2.73
F,22.0,6990808,558,123,7.2
F,45.0,5334941,130,569,15.22
F,32.0,4940334,555,484,14.05
F,44.0,8430712,048,266-267,35.97
F,21.0,6809958,106,102,23.2
M,30.0,4621389,419,386,4.67
M,27.0,2850105,001,006,2.18
M,36.0,6368005,017,027,5.17
M,46.0,6617336,205,240,17.95
M,30.0,3367604,348,064,17.73
M,28.0,5950712,692,637,15.92
M,36.0,6615454,119,098,6.32
M,23.0,4241626,271-272,143,16.63
M,31.0,4448197,126,316,29.32
M,30.0,3818978,046,167,8.77
M,28.0,4342614,549,237-238,22.47
F,29.0,4101788,173,182,3.28
M,34.0,7826639,179,179,3.22
M,39.0,8113052,302,310,8.78
F,27.0,4364154,018,259,14.45
M,31.0,7994932,345,552,28.38
M,23.0,8129025,599,032,24.63
M,19.0,4606141,475,271-272,23.27
M,43.0,7672751,593,092,20.45
M,38.0,8514499,672,675,7.48
F,48.0,6566236,314,660,22.77
M,26.0,2367076,080,080,17.37
F,25.0,3198686,284,185,14.12
M,29.0,2005171,449,128,7.95
M,22.0,5529359,468,494,8.78
M,56.0,2504827,436,679,10.58
M,31.0,6595276,643,691,20.03
M,31.0,2252039,308,326,2.72
M,47.0,7564792,043,541,33.13
M,31.0,3667474,214,194,20.8
M,35.0,5242722,606,591,5.82
M,26.0,2414001,240,041,31.75
F,25.0,7779804,639,653,11.18
M,44.0,3480191,683,150,35.47
F,27.0,7075260,369,305,7.32
F,28.0,6172951,164,584,14.38
M,42.0,4728754,053,179,10.63
M,25.0,5470349,273-274,519,21.13
M,32.0,5108626,042,042,29.18
M,28.0,2956902,141,271-272,18.58
M,29.0,5766290,261,076,12.0
M,29.0,7793979,621,621,30.43
M,48.0,6984470,292,613,10.83
F,22.0,2997435,025,024,30.47
M,29.0,2093946,013,582,26.13
F,27.0,2239895,027,195,18.6
M,28.0,7167992,221,234,6.35
M,29.0,5089818,046,141,10.3
F,24.0,5484118,204,199,3.62
M,28.0,6829196,474,553,14.03
M,50.0,6371488,115,172,31.48
F,32.0,7002967,128,034,21.23
M,38.0,6724975,359,357,3.78
F,26.0,5018544,593,595,7.62
M,29.0,3551272,503,270,11.27
M,28.0,5579891,119,158-159,6.67
M,33.0,2817427,131,081,6.33
M,40.0,8039380,187,187,38.48
M,41.0,6001457,312,154,13.22
M,31.0,2252039,001,120,6.53
M,53.0,5970256,055,055,19.45
F,28.0,4176459,223,197,14.82
M,40.0,3097383,233,219,17.35
M,33.0,2858082,298,054,14.63
M,36.0,8309759,029,096,7.82
M,51.0,7005978,158-159,123,14.8
M,50.0,6396162,228,192-193,6.18
M,30.0,2171460,072,059,7.85
F,30.0,4621223,340,337,5.52
M,22.0,5125729,261,271-272,15.3
M,36.0,5854013,212,327,28.55
M,31.0,8390874,386,389,4.28
F,30.0,3612157,120,032,8.02
M,27.0,5206578,042,087,18.83
M,29.0,5261433,042,030,5.0
M,28.0,8122533,188,460,17.68
F,44.0,7475841,538,192-193,38.77
M,25.0,3678315,021,013,3.4
M,40.0,4008835,492,489,2.78
M,24.0,7672348,474,271-272,22.3
F,39.0,8794018,172,168,4.02
M,19.0,7274913,213,211,32.12
M,38.0,8302242,676,688,12.9
F,29.0,2669737,542,107-108,19.08
M,36.0,8262214,630,436,19.38
M,41.0,5943147,564,126,7.35
M,40.0,7558778,622,622,38.12
F,31.0,2384006,476,006,11.3
M,39.0,7561962,689,692,8.75
M,41.0,4974176,081,060,14.88
M,25.0,6261663,222,027,19.55
M,29.0,4219945,628,291,12.63
M,26.0,2217123,013,260,14.68
O,33.0,5918198,015,080,13.62
M,33.0,4001087,611,598,9.9
M,28.0,2066215,474,474,4.58
M,46.0,5108626,596,291,11.4
M,26.0,5009527,047,111,17.13
M,29.0,5822580,356,039,27.02
M,31.0,3922523,676,682,2.47
M,22.0,5995253,516,516,4.82
M,41.0,4009940,252,121,14.07
F,33.0,7492275,392,392,22.9
F,32.0,4169686,120,119,3.05
F,51.0,4180899,397,291,26.45
M,31.0,6488217,129,084,8.53
F,35.0,6772065,548,544,6.17
M,24.0,3016383,399,291,13.27
M,22.0,8170151,047,024,6.38
M,23.0,8068132,532,495,7.57
M,51.0,8182859,089,090,3.98
M,55.0,8568230,271-272,085,11.58
O,44.0,6555874,038,134,18.02
M,42.0,6424329,262,041,28.43
M,39.0,7244544,413,336,11.5
M,24.0,6799324,139,059,3.93
F,26.0,5590823,207,233,14.53
F,19.0,8618258,178,185,4.82
M,34.0,6765416,017,043,12.6
O,30.0,8916918,116,029,5.98
M,43.0,5640974,453,024,13.63
F,25.0,2125599,587,594,19.17
M,36.0,7083991,240,186,25.95
M,21.0,8259772,245,212,3.92
M,28.0,4362810,169,143,10.92
F,37.0,4996070,134,180,11.32
M,26.0,3276409,126,133,5.8
F,31.0,7730377,541,548,6.38
F,26.0,6516959,308,302,8.9
F,21.0,4631834,146,104,21.65
M,24.0,2384006,548,497,13.28
M,28.0,7445927,040,063,33.95
M,43.0,4321642,059,155,6.82
M,36.0,4786000,021,608,32.63
M,42.0,5261433,691,655,6.93
M,28.0,2814069,135,266-267,19.8
M,38.0,2396778,082,041,6.57
M,32.0,8601171,137,258,10.85
M,34.0,4729000,533,529,3.05
F,23.0,3263050,542,226,31.63
F,30.0,5156211,423,356,7.33
M,30.0,6677439,019,014,7.1
M,27.0,5327903,167,226,19.97
M,30.0,4314340,469,217,8.85
F,35.0,3073947,594,085,25.07
M,32.0,4124871,292,439,17.02
M,18.0,7669013,402,622,14.13
