Estacion,genero_x_mes,edad_x_mes,duraciones_x_mes,dias_x_mes,horas_x_mes,viajes_x_mes,retiros_x_mes,arribos_x_mes
209,"{'M': 2943.0, 'F': 1207.16, 'O': 41.84}","{'<20': 38.5, '20-30': 1466.67, '30-40': 1609.83, '40-50': 709.17, '50-60': 324.33, '60-70': 34.5, '70<': 9.0}","{'0-10': 1672.33, '10-20': 1221.67, '20-30': 672.5, '30-45': 547.67, '45+': 77.83}","{'Monday': 675.5, 'Tuesday': 716.83, 'Wednesday': 703.83, 'Thursday': 731.83, 'Friday': 686.67, 'Saturday': 360.83, 'Sunday': 316.5}","{0: 6.5, 1: 0.33, 2: 0.17, 3: 0.0, 4: 0.0, 5: 29.67, 6: 91.5, 7: 443.5, 8: 378.0, 9: 235.83, 10: 188.17, 11: 194.33, 12: 231.5, 13: 341.0, 14: 377.33, 15: 344.17, 16: 313.17, 17: 354.83, 18: 273.67, 19: 123.33, 20: 98.17, 21: 80.0, 22: 50.67, 23: 36.17}","{'2024-10': 4624, '2024-11': 4312, '2024-12': 3568, '2025-1': 4241, '2025-2': 4096, '2025-3': 4311}",3011.17,2203.5
210,"{'M': 2534.34, 'F': 1028.5, 'O': 49.33}","{'<20': 50.33, '20-30': 1360.83, '30-40': 1450.17, '40-50': 494.17, '50-60': 204.33, '60-70': 45.83, '70<': 6.5}","{'0-10': 1878.67, '10-20': 898.17, '20-30': 472.17, '30-45': 313.5, '45+': 49.67}","{'Monday': 589.0, 'Tuesday': 637.0, 'Wednesday': 667.5, 'Thursday': 659.17, 'Friday': 573.0, 'Saturday': 271.67, 'Sunday': 214.83}","{0: 13.67, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 14.5, 6: 106.17, 7: 285.0, 8: 413.17, 9: 264.83, 10: 160.17, 11: 139.0, 12: 193.83, 13: 245.5, 14: 248.33, 15: 248.33, 16: 265.17, 17: 381.33, 18: 284.17, 19: 96.0, 20: 68.33, 21: 71.5, 22: 61.5, 23: 51.67}","{'2024-10': 4118, '2024-11': 3957, '2024-12': 3424, '2025-1': 3369, '2025-2': 3337, '2025-3': 3468}",3514.0,3581.67
211,"{'M': 5671.17, 'F': 2207.67, 'O': 114.33}","{'<20': 81.33, '20-30': 3245.17, '30-40': 2893.33, '40-50': 1130.0, '50-60': 423.0, '60-70': 190.5, '70<': 29.83}","{'0-10': 4213.67, '10-20': 2417.17, '20-30': 816.83, '30-45': 470.33, '45+': 75.17}","{'Monday': 1343.0, 'Tuesday': 1415.83, 'Wednesday': 1377.33, 'Thursday': 1418.83, 'Friday': 1303.17, 'Saturday': 644.0, 'Sunday': 491.0}","{0: 23.0, 1: 0.33, 2: 0.0, 3: 0.0, 4: 0.0, 5: 54.0, 6: 334.5, 7: 659.5, 8: 825.67, 9: 639.17, 10: 452.17, 11: 356.17, 12: 339.33, 13: 422.33, 14: 586.17, 15: 522.83, 16: 483.5, 17: 614.67, 18: 585.0, 19: 305.0, 20: 267.0, 21: 225.83, 22: 174.17, 23: 122.83}","{'2024-10': 9400, '2024-11': 8882, '2024-12': 7669, '2025-1': 8540, '2025-2': 6739, '2025-3': 6729}",,
212,"{'M': 5277.0, 'F': 2328.5, 'O': 100.5}","{'<20': 97.67, '20-30': 2979.0, '30-40': 2788.17, '40-50': 1192.5, '50-60': 466.83, '60-70': 154.33, '70<': 27.5}","{'0-10': 3082.5, '10-20': 2481.67, '20-30': 1307.17, '30-45': 736.33, '45+': 98.33}","{'Monday': 1145.17, 'Tuesday': 1352.0, 'Wednesday': 1395.17, 'Thursday': 1383.5, 'Friday': 1237.67, 'Saturday': 677.33, 'Sunday': 515.17}","{0: 22.67, 1: 0.33, 2: 0.33, 3: 0.17, 4: 0.0, 5: 16.17, 6: 97.33, 7: 485.33, 8: 779.67, 9: 612.33, 10: 406.17, 11: 314.67, 12: 356.67, 13: 448.67, 14: 607.17, 15: 533.67, 16: 501.0, 17: 828.17, 18: 630.0, 19: 310.5, 20: 320.33, 21: 226.5, 22: 125.67, 23: 82.5}","{'2024-10': 7905, '2024-11': 8381, '2024-12': 6789, '2025-1': 7893, '2025-2': 7449, '2025-3': 7819}",4172.33,3917.67
213,"{'M': 1385.5, 'F': 500.83, 'O': 36.16}","{'<20': 31.67, '20-30': 714.5, '30-40': 743.83, '40-50': 268.67, '50-60': 141.0, '60-70': 13.83, '70<': 9.0}","{'0-10': 721.5, '10-20': 473.33, '20-30': 361.67, '30-45': 335.17, '45+': 30.83}","{'Monday': 322.0, 'Tuesday': 381.83, 'Wednesday': 368.17, 'Thursday': 373.83, 'Friday': 301.67, 'Saturday': 89.67, 'Sunday': 85.33}","{0: 2.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 3.67, 6: 18.83, 7: 87.83, 8: 324.0, 9: 210.0, 10: 95.17, 11: 74.83, 12: 85.5, 13: 107.67, 14: 143.33, 15: 141.0, 16: 180.67, 17: 249.83, 18: 84.5, 19: 31.5, 20: 25.33, 21: 20.67, 22: 24.17, 23: 12.0}","{'2024-10': 2213, '2024-11': 1989, '2024-12': 1742, '2025-1': 1992, '2025-2': 1732, '2025-3': 1867}",2556.5,2460.0
214,"{'M': 2005.84, 'F': 1105.0, 'O': 28.34}","{'<20': 27.17, '20-30': 1052.5, '30-40': 1287.83, '40-50': 465.33, '50-60': 249.33, '60-70': 51.67, '70<': 5.33}","{'0-10': 1320.83, '10-20': 695.67, '20-30': 543.83, '30-45': 516.0, '45+': 62.83}","{'Monday': 505.17, 'Tuesday': 485.33, 'Wednesday': 505.33, 'Thursday': 565.17, 'Friday': 542.5, 'Saturday': 281.0, 'Sunday': 254.67}","{0: 3.17, 1: 0.17, 2: 0.0, 3: 0.0, 4: 0.0, 5: 11.0, 6: 44.0, 7: 187.0, 8: 319.83, 9: 232.67, 10: 129.67, 11: 157.33, 12: 167.83, 13: 218.83, 14: 271.5, 15: 252.83, 16: 268.67, 17: 433.0, 18: 167.17, 19: 93.5, 20: 74.33, 21: 51.33, 22: 34.5, 23: 20.83}","{'2024-10': 3219, '2024-11': 3581, '2024-12': 3196, '2025-1': 3152, '2025-2': 2664, '2025-3': 3023}",2603.0,2507.33
215,"{'M': 1922.5, 'F': 891.17, 'O': 57.17}","{'<20': 20.17, '20-30': 999.83, '30-40': 1175.83, '40-50': 448.0, '50-60': 156.17, '60-70': 66.33, '70<': 4.5}","{'0-10': 1311.83, '10-20': 610.67, '20-30': 460.0, '30-45': 421.67, '45+': 66.67}","{'Monday': 450.83, 'Tuesday': 468.0, 'Wednesday': 494.33, 'Thursday': 515.33, 'Friday': 427.83, 'Saturday': 259.33, 'Sunday': 255.17}","{0: 4.0, 1: 0.33, 2: 0.0, 3: 0.0, 4: 0.0, 5: 2.83, 6: 32.0, 7: 99.83, 8: 225.17, 9: 249.83, 10: 178.5, 11: 150.83, 12: 183.83, 13: 221.83, 14: 274.0, 15: 246.5, 16: 231.33, 17: 351.33, 18: 169.33, 19: 95.67, 20: 56.33, 21: 43.67, 22: 38.5, 23: 15.17}","{'2024-10': 3163, '2024-11': 3070, '2024-12': 2756, '2025-1': 2822, '2025-2': 2643, '2025-3': 2771}",2477.5,2525.67
216,"{'M': 2403.0, 'F': 1174.67, 'O': 67.34}","{'<20': 31.17, '20-30': 1320.5, '30-40': 1489.67, '40-50': 466.83, '50-60': 269.67, '60-70': 52.33, '70<': 14.83}","{'0-10': 1548.0, '10-20': 953.83, '20-30': 598.67, '30-45': 462.17, '45+': 82.33}","{'Monday': 524.67, 'Tuesday': 554.33, 'Wednesday': 602.0, 'Thursday': 604.0, 'Friday': 560.67, 'Saturday': 337.83, 'Sunday': 461.5}","{0: 3.5, 1: 0.17, 2: 0.0, 3: 0.0, 4: 0.0, 5: 23.5, 6: 34.5, 7: 134.33, 8: 311.0, 9: 317.83, 10: 233.33, 11: 185.33, 12: 234.0, 13: 261.5, 14: 274.17, 15: 249.5, 16: 279.33, 17: 433.17, 18: 336.17, 19: 119.0, 20: 92.0, 21: 65.67, 22: 33.83, 23: 23.17}","{'2024-10': 3771, '2024-11': 3844, '2024-12': 3402, '2025-1': 3739, '2025-2': 3567, '2025-3': 3547}",1971.83,1905.17
217,"{'M': 7728.84, 'F': 3211.83, 'O': 156.5}","{'<20': 121.83, '20-30': 4322.5, '30-40': 4332.0, '40-50': 1368.0, '50-60': 701.0, '60-70': 214.17, '70<': 37.67}","{'0-10': 4173.5, '10-20': 3896.83, '20-30': 1877.5, '30-45': 999.5, '45+': 149.83}","{'Monday': 1644.83, 'Tuesday': 1762.67, 'Wednesday': 1784.83, 'Thursday': 1835.17, 'Friday': 1819.67, 'Saturday': 1230.67, 'Sunday': 1019.33}","{0: 19.33, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 61.0, 6: 141.5, 7: 390.17, 8: 899.83, 9: 682.67, 10: 607.0, 11: 617.83, 12: 697.83, 13: 787.17, 14: 994.17, 15: 933.83, 16: 910.0, 17: 1116.67, 18: 770.83, 19: 505.17, 20: 419.33, 21: 271.5, 22: 178.0, 23: 93.33}","{'2024-10': 11987, '2024-11': 12570, '2024-12': 10958, '2025-1': 10934, '2025-2': 9603, '2025-3': 10531}",1633.5,1691.83
218,"{'M': 3063.16, 'F': 1073.17, 'O': 48.84}","{'<20': 21.33, '20-30': 1459.17, '30-40': 1752.83, '40-50': 619.17, '50-60': 226.67, '60-70': 86.0, '70<': 20.0}","{'0-10': 1371.67, '10-20': 1416.17, '20-30': 710.67, '30-45': 616.67, '45+': 70.0}","{'Monday': 622.83, 'Tuesday': 687.83, 'Wednesday': 693.5, 'Thursday': 724.5, 'Friday': 663.67, 'Saturday': 425.67, 'Sunday': 367.17}","{0: 8.67, 1: 0.33, 2: 0.0, 3: 0.0, 4: 0.0, 5: 18.0, 6: 71.0, 7: 167.67, 8: 373.0, 9: 374.67, 10: 260.17, 11: 246.5, 12: 269.0, 13: 330.17, 14: 335.17, 15: 327.33, 16: 304.5, 17: 393.67, 18: 328.17, 19: 119.33, 20: 94.0, 21: 75.67, 22: 52.67, 23: 35.5}","{'2024-10': 4599, '2024-11': 4272, '2024-12': 3838, '2025-1': 4319, '2025-2': 3941, '2025-3': 4142}",1287.5,1352.0
219,"{'M': 4237.67, 'F': 1384.83, 'O': 56.83}","{'<20': 119.0, '20-30': 2107.5, '30-40': 2235.0, '40-50': 831.0, '50-60': 312.5, '60-70': 68.17, '70<': 6.17}","{'0-10': 1785.0, '10-20': 1623.83, '20-30': 1275.67, '30-45': 901.5, '45+': 93.33}","{'Monday': 958.17, 'Tuesday': 1099.33, 'Wednesday': 1097.5, 'Thursday': 1124.83, 'Friday': 931.5, 'Saturday': 243.0, 'Sunday': 225.0}","{0: 22.5, 1: 1.17, 2: 0.0, 3: 0.0, 4: 0.0, 5: 53.67, 6: 172.83, 7: 569.83, 8: 753.17, 9: 337.0, 10: 248.67, 11: 211.83, 12: 211.5, 13: 310.5, 14: 392.33, 15: 451.17, 16: 510.5, 17: 555.83, 18: 367.5, 19: 179.83, 20: 158.0, 21: 85.33, 22: 56.0, 23: 30.17}","{'2024-10': 6109, '2024-11': 5650, '2024-12': 5088, '2025-1': 5942, '2025-2': 5600, '2025-3': 5687}",2160.83,2177.33
220,"{'M': 1504.0, 'F': 567.5, 'O': 30.66}","{'<20': 21.83, '20-30': 817.17, '30-40': 869.5, '40-50': 253.83, '50-60': 110.5, '60-70': 24.5, '70<': 4.83}","{'0-10': 683.83, '10-20': 557.33, '20-30': 443.83, '30-45': 379.5, '45+': 37.67}","{'Monday': 335.17, 'Tuesday': 390.83, 'Wednesday': 389.17, 'Thursday': 418.67, 'Friday': 355.17, 'Saturday': 100.5, 'Sunday': 112.67}","{0: 3.83, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 4.5, 6: 24.17, 7: 108.0, 8: 321.83, 9: 190.5, 10: 92.5, 11: 73.83, 12: 84.0, 13: 93.0, 14: 111.67, 15: 138.17, 16: 186.33, 17: 370.0, 18: 119.0, 19: 66.17, 20: 47.0, 21: 32.83, 22: 24.0, 23: 10.83}","{'2024-10': 2206, '2024-11': 2162, '2024-12': 1734, '2025-1': 2179, '2025-2': 2080, '2025-3': 2252}",1292.5,1261.17
221,"{'M': 2422.0, 'F': 1200.0, 'O': 69.33}","{'<20': 16.17, '20-30': 1470.5, '30-40': 1291.67, '40-50': 547.83, '50-60': 245.0, '60-70': 69.83, '70<': 50.33}","{'0-10': 1515.17, '10-20': 951.17, '20-30': 592.0, '30-45': 534.83, '45+': 98.17}","{'Monday': 538.17, 'Tuesday': 597.83, 'Wednesday': 588.33, 'Thursday': 640.17, 'Friday': 535.0, 'Saturday': 364.67, 'Sunday': 427.17}","{0: 5.83, 1: 0.33, 2: 0.0, 3: 0.0, 4: 0.0, 5: 7.5, 6: 56.17, 7: 111.67, 8: 328.33, 9: 301.0, 10: 215.67, 11: 206.17, 12: 239.0, 13: 265.5, 14: 328.5, 15: 297.67, 16: 292.67, 17: 495.67, 18: 228.17, 19: 121.5, 20: 85.33, 21: 51.33, 22: 30.83, 23: 22.5}","{'2024-10': 3981, '2024-11': 3682, '2024-12': 3593, '2025-1': 3561, '2025-2': 3386, '2025-3': 3945}",1124.83,1139.67
222,"{'M': 4346.16, 'F': 1984.17, 'O': 97.0}","{'<20': 41.83, '20-30': 2378.67, '30-40': 2589.83, '40-50': 889.33, '50-60': 389.67, '60-70': 125.33, '70<': 12.67}","{'0-10': 2383.5, '10-20': 1786.67, '20-30': 1138.83, '30-45': 960.0, '45+': 158.33}","{'Monday': 833.17, 'Tuesday': 902.33, 'Wednesday': 920.33, 'Thursday': 958.33, 'Friday': 985.67, 'Saturday': 830.83, 'Sunday': 996.67}","{0: 11.33, 1: 0.33, 2: 0.0, 3: 0.0, 4: 0.0, 5: 25.0, 6: 104.33, 7: 222.17, 8: 328.5, 9: 368.5, 10: 432.17, 11: 433.67, 12: 478.67, 13: 497.0, 14: 604.17, 15: 601.5, 16: 527.17, 17: 627.0, 18: 458.33, 19: 298.17, 20: 183.67, 21: 109.83, 22: 78.33, 23: 37.5}","{'2024-10': 6539, '2024-11': 6914, '2024-12': 6758, '2025-1': 6571, '2025-2': 5643, '2025-3': 6139}",,
223,"{'M': 4599.34, 'F': 1862.83, 'O': 57.67}","{'<20': 63.83, '20-30': 2429.83, '30-40': 2595.33, '40-50': 938.0, '50-60': 396.67, '60-70': 91.5, '70<': 4.67}","{'0-10': 2467.5, '10-20': 1976.17, '20-30': 1158.17, '30-45': 774.0, '45+': 144.0}","{'Monday': 977.0, 'Tuesday': 1056.67, 'Wednesday': 1099.83, 'Thursday': 1131.5, 'Friday': 1034.33, 'Saturday': 598.67, 'Sunday': 621.83}","{0: 24.5, 1: 0.17, 2: 0.0, 3: 0.0, 4: 0.0, 5: 44.0, 6: 90.83, 7: 293.83, 8: 515.17, 9: 499.83, 10: 423.17, 11: 357.33, 12: 379.67, 13: 427.67, 14: 546.0, 15: 547.83, 16: 471.83, 17: 551.67, 18: 655.83, 19: 224.17, 20: 177.17, 21: 136.5, 22: 91.33, 23: 61.33}","{'2024-10': 7216, '2024-11': 7343, '2024-12': 6228, '2025-1': 6322, '2025-2': 5761, '2025-3': 6249}",5136.17,5192.0
224,"{'M': 3231.0, 'F': 1276.5, 'O': 44.0}","{'<20': 29.33, '20-30': 1420.5, '30-40': 1887.67, '40-50': 809.5, '50-60': 305.33, '60-70': 89.5, '70<': 9.67}","{'0-10': 1609.83, '10-20': 1556.33, '20-30': 832.5, '30-45': 473.17, '45+': 79.67}","{'Monday': 701.5, 'Tuesday': 786.5, 'Wednesday': 825.17, 'Thursday': 811.33, 'Friday': 662.5, 'Saturday': 363.67, 'Sunday': 400.83}","{0: 6.33, 1: 0.17, 2: 0.0, 3: 0.0, 4: 0.0, 5: 9.33, 6: 109.67, 7: 247.17, 8: 475.67, 9: 382.33, 10: 253.17, 11: 246.5, 12: 269.33, 13: 300.67, 14: 327.83, 15: 429.33, 16: 313.33, 17: 426.0, 18: 280.0, 19: 157.33, 20: 143.5, 21: 102.17, 22: 55.33, 23: 16.33}","{'2024-10': 4950, '2024-11': 4814, '2024-12': 3819, '2025-1': 4775, '2025-2': 4418, '2025-3': 4533}",990.83,968.0
225,"{'M': 2941.5, 'F': 1268.34, 'O': 65.5}","{'<20': 40.67, '20-30': 1573.17, '30-40': 1615.5, '40-50': 656.5, '50-60': 323.0, '60-70': 61.83, '70<': 4.67}","{'0-10': 1352.67, '10-20': 1465.83, '20-30': 817.67, '30-45': 540.67, '45+': 98.5}","{'Monday': 627.33, 'Tuesday': 691.17, 'Wednesday': 706.17, 'Thursday': 707.17, 'Friday': 662.83, 'Saturday': 405.17, 'Sunday': 475.5}","{0: 9.67, 1: 1.0, 2: 0.17, 3: 0.0, 4: 0.0, 5: 12.67, 6: 70.5, 7: 221.17, 8: 421.83, 9: 261.67, 10: 209.17, 11: 225.0, 12: 235.0, 13: 326.5, 14: 428.67, 15: 395.83, 16: 356.33, 17: 415.67, 18: 235.17, 19: 143.17, 20: 114.33, 21: 98.17, 22: 59.0, 23: 34.67}","{'2024-10': 4366, '2024-11': 4430, '2024-12': 3829, '2025-1': 4249, '2025-2': 4031, '2025-3': 4747}",1498.17,1706.0
226,"{'M': 3916.67, 'F': 1481.83, 'O': 84.83}","{'<20': 22.67, '20-30': 2271.83, '30-40': 2026.83, '40-50': 746.17, '50-60': 291.67, '60-70': 105.33, '70<': 18.83}","{'0-10': 2051.67, '10-20': 1790.17, '20-30': 1020.5, '30-45': 542.83, '45+': 78.17}","{'Monday': 828.67, 'Tuesday': 942.33, 'Wednesday': 932.0, 'Thursday': 994.83, 'Friday': 901.0, 'Saturday': 440.33, 'Sunday': 444.17}","{0: 12.67, 1: 0.17, 2: 0.0, 3: 0.0, 4: 0.0, 5: 27.5, 6: 135.17, 7: 386.33, 8: 593.83, 9: 374.17, 10: 254.67, 11: 264.33, 12: 309.83, 13: 363.5, 14: 479.67, 15: 493.83, 16: 421.0, 17: 413.17, 18: 255.17, 19: 183.17, 20: 184.0, 21: 169.5, 22: 109.33, 23: 52.33}","{'2024-10': 6139, '2024-11': 5438, '2024-12': 5163, '2025-1': 5712, '2025-2': 5150, '2025-3': 5298}",1151.17,1191.67
227,"{'M': 1954.5, 'F': 528.17, 'O': 15.17}","{'<20': 37.33, '20-30': 923.17, '30-40': 927.33, '40-50': 436.33, '50-60': 149.33, '60-70': 18.17, '70<': 6.17}","{'0-10': 1061.67, '10-20': 548.0, '20-30': 516.0, '30-45': 344.17, '45+': 28.0}","{'Monday': 420.33, 'Tuesday': 490.33, 'Wednesday': 482.33, 'Thursday': 495.17, 'Friday': 425.5, 'Saturday': 104.67, 'Sunday': 79.5}","{0: 2.33, 1: 0.17, 2: 0.0, 3: 0.0, 4: 0.0, 5: 18.83, 6: 75.0, 7: 257.0, 8: 392.17, 9: 181.5, 10: 88.33, 11: 97.17, 12: 155.83, 13: 167.5, 14: 208.83, 15: 209.17, 16: 243.83, 17: 180.5, 18: 84.17, 19: 47.5, 20: 31.83, 21: 26.83, 22: 18.67, 23: 10.67}","{'2024-10': 2531, '2024-11': 2543, '2024-12': 2231, '2025-1': 2674, '2025-2': 2363, '2025-3': 2645}",3535.83,3604.5
228,"{'M': 3205.83, 'F': 1562.33, 'O': 74.84}","{'<20': 45.83, '20-30': 2012.17, '30-40': 1784.67, '40-50': 635.5, '50-60': 283.83, '60-70': 75.67, '70<': 5.33}","{'0-10': 1812.5, '10-20': 1142.67, '20-30': 951.83, '30-45': 767.5, '45+': 168.5}","{'Monday': 720.67, 'Tuesday': 810.17, 'Wednesday': 787.83, 'Thursday': 836.0, 'Friday': 699.17, 'Saturday': 400.67, 'Sunday': 588.5}","{0: 24.67, 1: 0.33, 2: 0.0, 3: 0.0, 4: 0.0, 5: 12.17, 6: 84.33, 7: 186.83, 8: 676.17, 9: 544.67, 10: 262.67, 11: 264.17, 12: 276.5, 13: 305.17, 14: 388.0, 15: 344.0, 16: 305.67, 17: 356.0, 18: 215.33, 19: 163.17, 20: 131.67, 21: 155.83, 22: 88.17, 23: 57.5}","{'2024-10': 5751, '2024-11': 4628, '2024-12': 4336, '2025-1': 4889, '2025-2': 4679, '2025-3': 4775}",2804.0,3103.0
229,"{'M': 2139.17, 'F': 773.67, 'O': 32.0}","{'<20': 18.0, '20-30': 1059.0, '30-40': 1153.5, '40-50': 399.0, '50-60': 203.33, '60-70': 84.33, '70<': 27.67}","{'0-10': 1234.83, '10-20': 767.5, '20-30': 490.83, '30-45': 384.67, '45+': 67.0}","{'Monday': 475.33, 'Tuesday': 533.5, 'Wednesday': 556.0, 'Thursday': 531.5, 'Friday': 435.5, 'Saturday': 216.33, 'Sunday': 196.67}","{0: 4.83, 1: 0.0, 2: 1.0, 3: 0.0, 4: 0.0, 5: 12.0, 6: 44.5, 7: 144.33, 8: 276.5, 9: 256.5, 10: 161.17, 11: 151.17, 12: 155.33, 13: 205.5, 14: 267.67, 15: 258.17, 16: 206.67, 17: 368.5, 18: 163.33, 19: 92.17, 20: 62.17, 21: 47.67, 22: 39.5, 23: 26.17}","{'2024-10': 3329, '2024-11': 2915, '2024-12': 2441, '2025-1': 2994, '2025-2': 2915, '2025-3': 3075}",2108.67,2001.83
230,"{'M': 2665.33, 'F': 1191.67, 'O': 99.5}","{'<20': 34.17, '20-30': 1239.5, '30-40': 1572.67, '40-50': 660.67, '50-60': 286.67, '60-70': 146.83, '70<': 16.0}","{'0-10': 1634.33, '10-20': 1002.83, '20-30': 729.83, '30-45': 460.33, '45+': 129.17}","{'Monday': 578.33, 'Tuesday': 596.17, 'Wednesday': 615.0, 'Thursday': 648.33, 'Friday': 620.17, 'Saturday': 400.0, 'Sunday': 498.5}","{0: 8.17, 1: 0.0, 2: 0.17, 3: 0.0, 4: 0.0, 5: 7.67, 6: 68.83, 7: 214.0, 8: 319.5, 9: 287.33, 10: 271.33, 11: 256.33, 12: 253.0, 13: 287.17, 14: 376.17, 15: 355.83, 16: 307.0, 17: 385.33, 18: 217.5, 19: 118.0, 20: 86.17, 21: 58.5, 22: 48.17, 23: 30.33}","{'2024-10': 4196, '2024-11': 4232, '2024-12': 3531, '2025-1': 3812, '2025-2': 3808, '2025-3': 4160}",1401.83,1370.83
231,"{'M': 2735.67, 'F': 1192.66, 'O': 41.67}","{'<20': 65.5, '20-30': 1274.0, '30-40': 1521.5, '40-50': 756.17, '50-60': 237.83, '60-70': 103.17, '70<': 12.0}","{'0-10': 1436.67, '10-20': 1146.17, '20-30': 764.5, '30-45': 520.17, '45+': 102.67}","{'Monday': 594.5, 'Tuesday': 652.5, 'Wednesday': 607.67, 'Thursday': 686.83, 'Friday': 621.17, 'Saturday': 431.67, 'Sunday': 375.83}","{0: 9.5, 1: 0.17, 2: 0.0, 3: 0.17, 4: 0.0, 5: 6.17, 6: 32.67, 7: 115.17, 8: 336.33, 9: 364.33, 10: 221.83, 11: 224.17, 12: 231.5, 13: 280.17, 14: 375.17, 15: 369.33, 16: 283.5, 17: 376.17, 18: 360.67, 19: 149.17, 20: 86.0, 21: 72.0, 22: 42.5, 23: 33.5}","{'2024-10': 4292, '2024-11': 4297, '2024-12': 3644, '2025-1': 3849, '2025-2': 3702, '2025-3': 4037}",1643.17,1760.0
232,"{'M': 3154.83, 'F': 1512.33, 'O': 68.34}","{'<20': 37.83, '20-30': 1340.17, '30-40': 1724.17, '40-50': 1009.17, '50-60': 477.83, '60-70': 130.17, '70<': 16.17}","{'0-10': 1211.5, '10-20': 1551.67, '20-30': 1011.0, '30-45': 809.5, '45+': 151.83}","{'Monday': 648.33, 'Tuesday': 774.83, 'Wednesday': 772.83, 'Thursday': 781.17, 'Friday': 662.83, 'Saturday': 457.0, 'Sunday': 638.5}","{0: 10.0, 1: 0.0, 2: 0.0, 3: 0.17, 4: 0.0, 5: 11.0, 6: 140.67, 7: 231.5, 8: 490.67, 9: 382.83, 10: 281.33, 11: 275.67, 12: 316.83, 13: 315.5, 14: 299.0, 15: 318.0, 16: 353.33, 17: 430.17, 18: 376.67, 19: 228.0, 20: 101.17, 21: 87.33, 22: 49.0, 23: 36.67}","{'2024-10': 4946, '2024-11': 5164, '2024-12': 4053, '2025-1': 4684, '2025-2': 4532, '2025-3': 5034}",1091.5,1084.5
233,"{'M': 3443.5, 'F': 1653.67, 'O': 66.16}","{'<20': 48.67, '20-30': 1849.0, '30-40': 1970.0, '40-50': 755.0, '50-60': 414.17, '60-70': 107.33, '70<': 19.17}","{'0-10': 1443.17, '10-20': 1420.83, '20-30': 1196.0, '30-45': 856.0, '45+': 247.33}","{'Monday': 588.83, 'Tuesday': 656.0, 'Wednesday': 685.17, 'Thursday': 709.5, 'Friday': 700.0, 'Saturday': 678.5, 'Sunday': 1145.33}","{0: 8.17, 1: 0.0, 2: 0.17, 3: 0.0, 4: 0.0, 5: 13.33, 6: 96.33, 7: 196.5, 8: 290.33, 9: 349.5, 10: 310.5, 11: 361.5, 12: 399.67, 13: 474.83, 14: 454.5, 15: 463.33, 16: 428.33, 17: 417.33, 18: 301.17, 19: 216.0, 20: 152.0, 21: 113.5, 22: 80.67, 23: 35.67}","{'2024-10': 5481, '2024-11': 5101, '2024-12': 4796, '2025-1': 5136, '2025-2': 4829, '2025-3': 5637}",2899.17,2902.5
234,"{'M': 2808.5, 'F': 1122.67, 'O': 60.66}","{'<20': 52.33, '20-30': 1362.83, '30-40': 1509.17, '40-50': 663.17, '50-60': 294.67, '60-70': 99.5, '70<': 10.17}","{'0-10': 1025.67, '10-20': 1524.17, '20-30': 818.33, '30-45': 501.17, '45+': 122.5}","{'Monday': 614.33, 'Tuesday': 685.67, 'Wednesday': 685.83, 'Thursday': 689.5, 'Friday': 591.33, 'Saturday': 304.67, 'Sunday': 420.5}","{0: 17.0, 1: 0.0, 2: 0.0, 3: 0.17, 4: 0.0, 5: 17.5, 6: 63.0, 7: 204.17, 8: 412.5, 9: 422.67, 10: 193.0, 11: 179.67, 12: 211.83, 13: 285.17, 14: 305.0, 15: 298.17, 16: 274.67, 17: 380.33, 18: 321.17, 19: 147.0, 20: 83.83, 21: 61.5, 22: 59.17, 23: 54.33}","{'2024-10': 4633, '2024-11': 4249, '2024-12': 3346, '2025-1': 3761, '2025-2': 3679, '2025-3': 4283}",2975.67,3070.17
235,"{'M': 4934.16, 'F': 1983.17, 'O': 114.66}","{'<20': 27.5, '20-30': 2684.67, '30-40': 2638.0, '40-50': 1120.5, '50-60': 448.5, '60-70': 104.17, '70<': 8.67}","{'0-10': 2649.83, '10-20': 1663.0, '20-30': 1545.33, '30-45': 1071.83, '45+': 102.0}","{'Monday': 1198.0, 'Tuesday': 1358.33, 'Wednesday': 1379.83, 'Thursday': 1391.17, 'Friday': 1202.0, 'Saturday': 252.0, 'Sunday': 250.67}","{0: 10.67, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 20.17, 6: 178.5, 7: 631.83, 8: 909.5, 9: 395.83, 10: 225.83, 11: 209.0, 12: 254.83, 13: 413.33, 14: 561.33, 15: 685.17, 16: 601.33, 17: 795.17, 18: 498.67, 19: 210.5, 20: 181.0, 21: 125.83, 22: 74.17, 23: 49.33}","{'2024-10': 7350, '2024-11': 7299, '2024-12': 6805, '2025-1': 7573, '2025-2': 6395, '2025-3': 6770}",966.5,1116.17
